content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
aplikasi ini sangat membantu di saat para ibu2 bingung mengahadapi anak yang susah makan,5,0.0,0.0,Positive,14,aplikasi membantu ibu2 bingung mengahadapi anak susah makan,8
terimakasih banyak ya dok atas sarannya,5,0.0,0.0,Positive,6,terimakasih dok sarannya,3
elok,5,0.0,0.0,Positive,1,elok,1
sepertinya sangat membantu saya,4,0.0,0.0,Positive,4,membantu,1
the best,5,1.0,0.3,Positive,2,the best,2
"cara berhenti berlangganannya gimana ini ?? kesedot terusss, dipake juga engga nihh aplikasi ..",1,0.0,0.0,Negative,16,berhenti berlangganannya gimana kesedot terusss dipake engga nihh aplikasi,9
mantap..,3,0.0,0.0,Neutral,2,mantap,1
sangat membantu terimakasih alodokter,5,0.0,0.0,Positive,4,membantu terimakasih alodokter,3
bertanya tentang kesehatan lebih mudah,5,0.0,0.0,Positive,5,kesehatan mudah,2
ok bnget,5,0.5,0.5,Positive,2,ok bnget,2
terimakasih alodokter ,5,0.0,0.0,Positive,2,terimakasih alodokter,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bermanfaat,5,0.0,0.0,Positive,1,bermanfaat,1
bab kering dan gumpal mohon penjelasan sayavkekurangan vitamin apa?,5,0.0,0.0,Positive,10,bab kering gumpal mohon penjelasan sayavkekurangan vitamin,7
"cepat, dan ramah",5,0.0,0.0,Positive,4,cepat ramah,2
bermanfaat sekali dan membantu,5,0.0,0.0,Positive,4,bermanfaat membantu,2
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
bagus,5,0.0,0.0,Positive,1,bagus,1
sangat bagus fitur chat gratis dokternya. dokternya ramah dan sabar dalam menghadapi pasiennya. oh ya satu lagi resep nya gratis lagi kita gk usah tebus obat buat dapat resepnya dan juga kita tinggal beli obatnya di apotik terdekat,5,0.0,0.0,Positive,40,bagus fitur chat gratis dokternya dokternya ramah sabar menghadapi pasiennya oh resep gratis gk tebus obat resepnya tinggal beli obatnya apotik terdekat,22
yosrizal,5,0.0,0.0,Positive,1,yosrizal,1
"masih ragu"" apakah aplikasi ini menyimpan semua rahasia pribadi kita?",2,0.0,0.0,Negative,12,ragu aplikasi menyimpan rahasia pribadi,5
sangat membantu untuk pengguna yang berada ditempat baru dan jauh dari rumah sakit.,5,0.0,0.0,Positive,14,membantu pengguna ditempat rumah sakit,5
pengen bertanya,5,0.0,0.0,Positive,2,pengen,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"sangat membantu, respon dokter sangat baik",5,0.0,0.0,Positive,7,membantu respon dokter,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
nice,5,0.6,1.0,Positive,1,nice,1
aplikasi alodokter nya sangat membantu.,5,0.0,0.0,Positive,6,aplikasi alodokter membantu,3
puas,5,0.0,0.0,Positive,1,puas,1
mantapnya,5,0.0,0.0,Positive,1,mantapnya,1
penipuan kita dipaksa member trus aplikasi ini bisa menarik uang ditabungan kita,1,0.0,0.0,Negative,12,penipuan dipaksa member trus aplikasi menarik uang ditabungan,8
penipu,1,0.0,0.0,Negative,1,penipu,1
saya sangat puas konsultasi dgn alodokter,5,0.0,0.0,Positive,6,puas konsultasi dgn alodokter,4
sangat membatu dan sangat puas dengan jwaban nya,5,0.0,0.0,Positive,8,membatu puas jwaban,3
dokter yang ada disini baik dalam mendiagnosa,5,0.0,0.0,Positive,7,dokter mendiagnosa,2
puas pokoknya,5,0.0,0.0,Positive,2,puas pokoknya,2
keren,5,0.0,0.0,Positive,1,keren,1
"sejauh ini sangat membantu,, cuma saja dokternya agak lama balas nya,, itu aja sih mungkin yg perlu di tingkat kan,,",5,0.0,0.0,Positive,26,membantu dokternya balas sih tingkat,5
puas bgt dgn aplikasi ini. sngt mmbntu,5,0.0,0.0,Positive,8,puas bgt dgn aplikasi sngt mmbntu,6
dokternya jelas kasih penjelasan,5,0.0,0.0,Positive,4,dokternya kasih penjelasan,3
bagus...responnya sangat cepat,5,0.0,0.0,Positive,5,bagusresponnya cepat,2
aplikasi yg sangat berguna,5,0.0,0.0,Positive,4,aplikasi berguna,2
good,5,0.7,0.6000000000000001,Positive,1,good,1
mantap,5,0.0,0.0,Positive,1,mantap,1
love alodokter,5,0.5,0.6,Positive,2,love alodokter,2
terimakasih dok sangat membantu kecemasan saya,5,0.0,0.0,Positive,6,terimakasih dok membantu kecemasan,4
sangat membantuk di saat pandemi sperti ini,5,0.0,0.0,Positive,7,membantuk pandemi sperti,3
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
aplikasi ini sangat membantu saya dan kluarga apabila terjadi apa² didlm keluarga saya.terima kasih alodokter,5,0.0,0.0,Positive,15,aplikasi membantu kluarga apa² didlm keluarga sayaterima kasih alodokter,9
salam sehat,5,0.0,0.0,Positive,2,salam sehat,2
"terimakasih, aplikasi ini sangat membantu kami.",5,0.0,0.0,Positive,8,terimakasih aplikasi membantu,3
terimakasih,5,0.0,0.0,Positive,1,terimakasih,1
sanat membantu,5,0.0,0.0,Positive,2,sanat membantu,2
makasih,5,0.0,0.0,Positive,1,makasih,1
pagi doc apakah hamil mimisan apakah berbahaya ?,1,0.0,0.0,Negative,8,pagi doc hamil mimisan berbahaya,5
"baik bgt, ramah2 dokter nya",5,0.0,0.0,Positive,6,bgt ramah2 dokter,3
tanya tentang kutil (papiloma) dijawab bercak hitam di wajah.,2,0.0,0.0,Negative,12,kutil papiloma bercak hitam wajah,5
"konsultasi mudah, biaya juga lumayan terjangkau apalagi kalo pas dapat potongan promo",5,0.0,0.0,Positive,13,konsultasi mudah biaya lumayan terjangkau kalo pas potongan promo,9
"respon baik, menyenangkan, semoga saran"" bermanfaat,, terimakasih",4,0.0,0.0,Positive,12,respon menyenangkan semoga saran bermanfaat terimakasih,6
bagus banget,5,0.0,0.0,Positive,2,bagus banget,2
sangat memuaskan dan terbantupara dokter sangat ramah,5,0.0,0.0,Positive,7,memuaskan terbantupara dokter ramah,4
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
membantu memberi solusi tapi belum menjawab pertanyaan saya,3,0.0,0.0,Neutral,8,membantu solusi,2
kenapa harus bayar sih dok padahal cmn sebentar. pake umumnya kan cmn bisa sekali dan gak terlalu detail...,3,0.0,0.0,Neutral,20,bayar sih dok cmn sebentar pake cmn gak detail,9
bagus,5,0.0,0.0,Positive,1,bagus,1
membantu sekali,5,0.0,0.0,Positive,2,membantu,1
kenapa saya mau konsultasi ke dokter udah bayar transaksi dibatalkan udah 2x coba ttp gitu mana dana gk di kembalikan,1,0.0,0.0,Negative,20,konsultasi dokter udah bayar transaksi dibatalkan udah 2x coba ttp gitu dana gk kembalikan,14
"punggung sebelah kiri saya sakit,nyeri kadang muncul kadang hilang seperti ditarik tarik dari tadi malam sampai sekarang.apavyg harus saya lakukan?",5,0.0,0.0,Positive,23,punggung sebelah kiri sakitnyeri kadang muncul kadang hilang ditarik tarik malam sekarangapavyg lakukan,13
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
mantapp,5,0.0,0.0,Positive,1,mantapp,1
"aplikasi apaan sih cuma bisa nakutin orang sakit aja, dokternya tamatan apa ? dia bilang sakit saya tidak. bissa sehat nyata udah sehat sekarang",1,0.0,0.0,Negative,26,aplikasi sih nakutin orang sakit dokternya tamatan bilang sakit bissa sehat nyata udah sehat,14
"ok, mantap",5,0.5,0.5,Positive,3,ok mantap,2
"dokternya ramah, dan detail dalam menjelaskan.",5,0.0,0.0,Positive,8,dokternya ramah detail,3
"dr nya ramah,baik n tanggap",5,0.0,0.0,Positive,7,dr ramahbaik n tanggap,4
dokter tanggap dengan cepat,5,0.0,0.0,Positive,4,dokter tanggap cepat,3
sangat memuaskan,5,0.0,0.0,Positive,2,memuaskan,1
saya puas dengan dokter dokternya yg ramah,5,0.0,0.0,Positive,7,puas dokter dokternya ramah,4
4 dulu untuk sementara... untuk saat ini saya mendapatkan layan yg baik cepat respon dan menyenangkan.,4,0.0,0.0,Positive,18,4 layan cepat respon menyenangkan,5
kurang fast resp,4,0.2,0.6,Positive,3,fast resp,2
sangat membantu untuk masalah kesehatan tubuh saya,5,0.0,0.0,Positive,7,membantu kesehatan tubuh,3
aplikasinya sangat membantu,5,0.0,0.0,Positive,3,aplikasinya membantu,2
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
sangat membantu di saat masa masa pandemi seperti ini.. sukses selalu,5,0.0,0.0,Positive,12,membantu pandemi sukses,3
menjawab dengan baik dan jelas,5,0.0,0.0,Positive,5,,0
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2
respon cepat mkasih alodokter.,5,0.0,0.0,Positive,5,respon cepat mkasih alodokter,4
saya sangat berterimakasi,5,0.0,0.0,Positive,3,berterimakasi,1
bagus,5,0.0,0.0,Positive,1,bagus,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
good cepat dan akurat,5,0.7,0.6000000000000001,Positive,4,good cepat akurat,3
good,5,0.7,0.6000000000000001,Positive,1,good,1
"mat mlm dok nih mau kondul dl, sy ibu rt umur 45 thn memiliki keluhan kelenjar di bagian lwher kadang muncul di pipi seblah kiri, dan sekaran gk ada muncul tp sy memiliki kemiripan yg berara k emfeksi karna saya dah mulai batuk dan terkdang lemas mohon petunjuknya atau solusinya dok, mksh mat mlm",5,0.0,0.0,Positive,57,mat mlm dok nih kondul dl rt umur 45 thn memiliki keluhan kelenjar lwher kadang muncul pipi seblah kiri sekaran gk muncul tp memiliki kemiripan berara k emfeksi karna dah batuk terkdang lemas mohon petunjuknya solusinya dok mksh mat mlm,40
bagos,5,0.0,0.0,Positive,1,bagos,1
"ada dokter yg sangat memuaskan dan ada juga dokter yg tidak memuaskan,",2,0.0,0.0,Negative,13,dokter memuaskan dokter memuaskan,4
makssih yaa,5,0.0,0.0,Positive,2,makssih yaa,2
makasih,5,0.0,0.0,Positive,1,makasih,1
mantap,5,0.0,0.0,Positive,1,mantap,1
"saya tadi dapat telefon dari seles alodokter untuk berlangganan,saya sudah mengasih data cuman saya tidak memberikan no rek,di kala nanti ada kurir yang datang di alodokter untuk meminta saya mendatangain dan memoto ktp dan rek saya..maaf apa emang begitu..",4,0.0,0.0,Positive,46,telefon seles alodokter berlangganansaya mengasih data cuman no rekdi kurir alodokter mendatangain memoto ktp rek sayamaaf emang,17
"respons lama, setelah chat sm asisten dokter, mau chat sm dokter ny langsung di bales ny lama banget. kata ny cepat respon tp nyata ny ngga.",3,0.0,0.0,Neutral,30,respons chat sm asisten dokter chat sm dokter ny langsung bales ny banget ny cepat respon tp nyata ny ngga,20
doctors are fast response! they also got vet now and cheaper than other apps. easier to consult since we can post a picture during consultation. customer service also fast response when i ask them to enroll me for unlimited chat package.,1,0.10833333333333334,0.525,Negative,45,doctors are fast response they also got vet now and cheaper than other apps easier to consult since we can post a picture during consultation customer service also fast response when i ask them to enroll me for unlimited chat package,41
"sangat membantu , kalo menunggu chat dibalas yaa sabar... namanya juga chat sama dokter, fast respons ramah ramah, lengkap dengan artikel bermanfaat dan ada aloshop nya juga..",5,0.2,0.6,Positive,31,membantu kalo menunggu chat dibalas yaa sabar namanya chat dokter fast respons ramah ramah lengkap artikel bermanfaat aloshop,18
sangat membantu dan pelayanan sangat bagus,5,0.0,0.0,Positive,6,membantu pelayanan bagus,3
"saya dengan firmansyah,maaf sebelumnya saya mau komplain karena saya merasa ditipu saldo di atm bca saya kesedot terus atas nama telemedicine sumo tekno sedangkan saya tidak merasa daftar dan mengkonfirmasi untuk autodebet ini marketing nya parah nih",1,0.0,0.0,Negative,39,firmansyahmaaf komplain ditipu saldo atm bca kesedot nama telemedicine sumo tekno daftar mengkonfirmasi autodebet marketing parah nih,17
sekali konsultasi lngsung sembuh terima kasih alodoker,5,0.0,0.0,Positive,7,konsultasi lngsung sembuh terima kasih alodoker,6
sangat memuaskan penjelasannya terimah kasih..,5,0.0,0.0,Positive,6,memuaskan penjelasannya terimah kasih,4
gud,5,0.0,0.0,Positive,1,gud,1
thk you,5,0.0,0.0,Positive,2,thk you,2
"barusan kepotong 39 rb, padahal belum berlangganan. ini gimana ?",1,0.0,0.0,Negative,12,barusan kepotong 39 rb berlangganan gimana,6
terimakasih banyak aplikasi ini sgt membantu ,5,0.0,0.0,Positive,6,terimakasih aplikasi sgt membantu,4
sangat membantu untuk pertolongan jarak jauh,5,0.0,0.0,Positive,6,membantu pertolongan jarak,3
respon cepat dan banyak pilihan dokternya sesuai kebutuhan dpt resep gratis ,5,0.0,0.0,Positive,11,respon cepat pilihan dokternya sesuai kebutuhan dpt resep gratis,9
"di cobaa dlu saranya ., kalau efektif di tambah bintangnya",4,0.0,0.0,Positive,11,cobaa dlu saranya efektif bintangnya,5
dokter bagus dan cepat tangap,5,0.0,0.0,Positive,5,dokter bagus cepat tangap,4
alhamdulillah.. dokter ramah sekali...,5,0.0,0.0,Positive,6,alhamdulillah dokter ramah,3
mempermudah ketika qt sakit tdk perlu repot2 keluar dan antri k dokter,5,0.0,0.0,Positive,12,mempermudah qt sakit tdk repot2 antri k dokter,8
terima kasih sudah membantu,5,0.0,0.0,Positive,4,terima kasih membantu,3
pelayanan baik,4,0.0,0.0,Positive,2,pelayanan,1
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1
penjelasannya sangat membantu,5,0.0,0.0,Positive,3,penjelasannya membantu,2
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
"semua pertanyaan di jawab dengan memuaskan,",5,0.0,0.0,Positive,7,memuaskan,1
"sgt membantu sekali, menambah pengalaman,,obat sex yg baik fan benar bagi umur 67 th apa ya",5,0.0,0.0,Positive,19,sgt membantu menambah pengalamanobat sex fan umur 67 th,9
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
ok,5,0.5,0.5,Positive,1,ok,1
"gak jelas, penipuan, hati hati auto debit yang sangat susah di hentikan dan uang tidak bisa dikembalikan",1,0.0,0.0,Negative,19,gak penipuan hati hati auto debit susah hentikan uang dikembalikan,10
"ini saya mau berhenti gimana caranya ya, tanpa ada kesepakatan ternyata ini auto debit",1,0.0,0.0,Negative,15,berhenti gimana kesepakatan auto debit,5
alkhamdulillah membantu,3,0.0,0.0,Neutral,2,alkhamdulillah membantu,2
aplikasi gajelas salesnya gajelas ga ada persetujuan tiba tiba berlangganan ,1,0.0,0.0,Negative,10,aplikasi gajelas salesnya gajelas ga persetujuan berlangganan,7
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus,5,0.0,0.0,Positive,1,bagus,1
alhamdulillah penangangan tepat cepat dan sopan,5,0.0,0.0,Positive,6,alhamdulillah penangangan cepat sopan,4
dasar sales penipu ..kami sangat tertipu otomatis kena dbet 39.rbu.tlong berhentikan .saya mera d rugikan .dasar penipu.klau tidak d lanjuti...saya akan bertindak.,1,0.0,0.0,Negative,26,dasar sales penipu tertipu otomatis kena dbet 39rbutlong berhentikan mera d rugikan dasar penipuklau d lanjutisaya bertindak,17
"membantu sekali, terima kasih",5,0.0,0.0,Positive,5,membantu terima kasih,3
best,5,1.0,0.3,Positive,1,best,1
sy puas,5,0.0,0.0,Positive,2,puas,1
bagus dn sangat membantu,5,0.0,0.0,Positive,4,bagus dn membantu,3
pelayanan nya memuaskan,5,0.0,0.0,Positive,3,pelayanan memuaskan,2
aplikasi bagus..memudahkan..,5,0.0,0.0,Positive,5,aplikasi bagusmemudahkan,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"cukup membantu dan memuaskan,,pertahankan terus layanan ini",5,0.0,0.0,Positive,9,membantu memuaskanpertahankan layanan,3
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus n sangat membantu,5,0.0,0.0,Positive,4,bagus n membantu,3
sangat membantu meskipun bayar ,5,0.0,0.0,Positive,4,membantu bayar,2
bagus,5,0.0,0.0,Positive,1,bagus,1
good,4,0.7,0.6000000000000001,Positive,1,good,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
"dokternya ramah², recommended untuk konsul² tanpa ke rs nya",5,0.0,0.0,Positive,10,dokternya ramah² recommended konsul² rs,5
aplikasinya sangat membantu,4,0.0,0.0,Positive,3,aplikasinya membantu,2
sangat puas dan membantu,5,0.0,0.0,Positive,4,puas membantu,2
aplikasi yg sangat membantu,5,0.0,0.0,Positive,4,aplikasi membantu,2
baik,5,0.0,0.0,Positive,1,,0
sangat bermanfaat dengan respon dokter yang cepat dan tepat,5,0.0,0.0,Positive,9,bermanfaat respon dokter cepat,4
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
merasa terbantu dengan keluhan keluhan yg saya alami dengan aplikasi alodoktet,5,0.0,0.0,Positive,11,terbantu keluhan keluhan alami aplikasi alodoktet,6
baguss,5,0.0,0.0,Positive,1,baguss,1
"sangat bagus,dan saya puas",5,0.0,0.0,Positive,6,bagusdan puas,2
bagus saya suka aplikasi nya,5,0.0,0.0,Positive,5,bagus suka aplikasi,3
baguss,5,0.0,0.0,Positive,1,baguss,1
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
ok,5,0.5,0.5,Positive,1,ok,1
lumayanlahj,4,0.0,0.0,Positive,1,lumayanlahj,1
cukup membantu,5,0.0,0.0,Positive,2,membantu,1
respon dokternya cepat banget,5,0.0,0.0,Positive,4,respon dokternya cepat banget,4
good,5,0.7,0.6000000000000001,Positive,1,good,1
kerenn membantu bangettt,5,0.0,0.0,Positive,3,kerenn membantu bangettt,3
bagus,4,0.0,0.0,Positive,1,bagus,1
mat malam dok .... boleh tnya,5,0.0,0.0,Positive,6,mat malam dok tnya,4
cepat responnya,5,0.0,0.0,Positive,2,cepat responnya,2
"saya ingin berhenti berlangganan, karna ini program buat saya kurang bermanfaat, mungkin buat yang lain bermanfaat, mohon bantuannya untuk berhanti,, terimakasih,,",1,0.0,0.0,Negative,28,berhenti berlangganan karna program bermanfaat bermanfaat mohon bantuannya berhanti terimakasih,10
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
good,4,0.7,0.6000000000000001,Positive,1,good,1
jualan ya,4,0.0,0.0,Positive,2,jualan,1
"bagus si,respon lumayan cepet buat awalan,dan ada yang gratis",5,0.0,0.0,Positive,13,bagus sirespon lumayan cepet awalandan gratis,6
"ini telp2 itu penipuan ya? kok bisa data konsumen bocor begitu? untung aja ini saya tau dan pasti menjurus ke penipuan + rekam percakapan teleponnya. mohon hapus akun saya di database apk ini, kalau sampai ada transaksi mencurigakan atau menyalahgunakan data saya siap2 bakal saya viralin ya krn saya punya bukti.",1,0.0,0.0,Negative,56,telp2 penipuan data konsumen bocor untung tau menjurus penipuan rekam percakapan teleponnya mohon hapus akun database apk transaksi mencurigakan menyalahgunakan data siap2 viralin krn bukti,25
dokternya ramah2,5,0.0,0.0,Positive,2,dokternya ramah2,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"di situasi yang mendesak dan perlu pendapat ahli dengan segera, maka alodokter sangat membantu saya.. terima kasih alodokter",5,0.0,0.0,Positive,20,situasi mendesak pendapat ahli alodokter membantu terima kasih alodokter,9
tolong salesnya bikin disiplin nelponin terus saya tidak tertarik dengan program atau apalah itu!!,1,0.0,0.0,Negative,16,tolong salesnya bikin disiplin nelponin tertarik program apalah,8
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
"enak aja konsultasinya,ga keburu²,jelas lagi",5,0.0,0.0,Positive,9,enak konsultasinyaga keburu²jelas,3
"sangat membantu, memberikan solusi atau tips yg menolong. pokoknya luar biasa. aku kasih bintang 4 ya. makasih..,..... ",4,0.0,0.0,Positive,24,membantu solusi tips menolong pokoknya kasih bintang 4 makasih,9
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
pengalaman pertama respon cepet dari asisten ke dokter,5,0.0,0.0,Positive,8,pengalaman respon cepet asisten dokter,5
lumayan,5,0.0,0.0,Positive,1,lumayan,1
"penipu minta tolong angka tau nya auto debet,,, 39.000 lu kira duit ada yg buang",1,0.0,0.0,Negative,18,penipu tolong angka tau auto debet 39000 lu duit buang,10
semoga alodokter sukses selalu dan sangat sekali membantu saya dan keluarga saya,5,0.0,0.0,Positive,12,semoga alodokter sukses membantu keluarga,5
sangat membantu..terimaksih,5,0.0,0.0,Positive,4,membantuterimaksih,1
"hati2 jika ada yg telpon dr alodokter mengatakan mendapat hadiah asuransi. itu penipuan, karena rekening akan berkurang tiap bulan untuk bayar asuransi, tanpa seizin pemilik. padahal petugas tidak menjelaskan sama sekali perihal autodebet tsb.",1,0.0,0.0,Negative,39,hati2 telpon dr alodokter hadiah asuransi penipuan rekening berkurang bayar asuransi seizin pemilik petugas perihal autodebet tsb,17
"sehat selalu untuk seluruh dokter di indonesia, dan team medis lainnya, agar bisa memberikan yg terbaik untuk masyarakat umum dan jugaaa keluarga..apk nya sangat membantu",5,0.0,0.0,Positive,29,sehat dokter indonesia team medis terbaik masyarakat jugaaa keluargaapk membantu,10
