content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
apa efek samping minyak kayu putih bila d pinum,5,0.0,0.0,Positive,9,efek samping minyak kayu putih d pinum,7,efek samping minyak kayu putih d pinum
saya pengen putus berlangganan. saldo rekening saya di potong. tidak jelas.,1,0.0,0.0,Negative,14,pengen putus berlangganan saldo rekening potong,6,ken putus langgan saldo rekening potong
dokternya baik semua ramah dan sopan terimakasih alodokter,5,0.0,0.0,Positive,8,dokternya ramah sopan terimakasih alodokter,5,dokter ramah sopan terimakasih alodokter
m uoah0pppbh,1,0.0,0.0,Negative,2,m uoah0pppbh,2,m uoah0pppbh
"saya bener"" kecewa dg aplikasi ini,waktu itu saya dg pacar saya didatangi promotor alo dokter dg dalih supaya membantu dia dapat bukti bahwa dia mendapatkan pelanggan,karena saya kasihan saya bantu,saya tanya apakah nanti ada potongan biaya atau gimana dia jawab gaaad kak sama sekali,saya kasi semua data dan ktp ternyata saya ditipu dan disuru tanda tangan diatas materai tanpa dia menjelaskan isinya,sudah 2 tahun saldo saya terpotong 30 rb per bln saya ga ikhlas makan tuh duit haram",1,0.0,0.0,Negative,89,bener kecewa aplikasi iniwaktu pacar didatangi promotor alo dokter dalih membantu bukti pelanggankarena kasihan bantusaya potongan biaya gimana gaaad kak sekalisaya kasi data ktp ditipu disuru tanda tangan diatas materai isinyasudah 2 saldo terpotong 30 rb bln ga ikhlas makan tuh duit haram,43,bener kecewa aplikasi iniwaktu pacar datang promotor alo dokter dalih bantu bukti pelanggankarena kasihan bantusaya potong biaya gimana gaaad kak sekalisaya kasi data ktp tipu disuru tanda tangan atas materai isinyasudah 2 saldo potong 30 rb bln ga ikhlas makan tuh duit haram
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangt bermanfaat,5,0.0,0.0,Positive,2,sangt bermanfaat,2,sangt manfaat
"baru nanya dan cuma di jawab kata kunci artikel2 di google yg jelas udah saya baca semua dan chat nya langsung ditutup, kalo cuma suruh baca dari google buat apa ada aplikasi ini. gak membantu sama sekali. mending saya unistal gak guna",5,0.0,0.0,Positive,45,nanya kunci artikel2 google udah baca chat langsung ditutup kalo suruh baca google aplikasi gak membantu mending unistal gak,19,nanya kunci artikel2 google udah baca chat langsung tutup kalo suruh baca google aplikasi gak bantu mending unistal gak
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
"responnya cepat dan cukup memuaskan menurut saya,,",3,0.0,0.0,Neutral,9,responnya cepat memuaskan,3,responnya cepat muas
"respon dokter nya lumayan cepat, dan penjelasan asisten alo dokter serta dokter nya mudah dipahami",5,0.0,0.0,Positive,16,respon dokter lumayan cepat penjelasan asisten alo dokter dokter mudah dipahami,11,respon dokter lumayan cepat jelas asisten alo dokter dokter mudah paham
sangat membantu keren habis,5,0.0,0.0,Positive,4,membantu keren habis,3,bantu keren habis
baik,4,0.0,0.0,Positive,1,,0,
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
bagus aplikasinya,5,0.0,0.0,Positive,2,bagus aplikasinya,2,bagus aplikasi
"lengkap , walaupun tdk di khususkan fokus ke cuma topiknya aja. saya ex jurusan biologi sma & berpendidikan akuntan s1 sgt bisa utk mencerna / mengerti, tp org awam pst byk jg yg msh ragu. utk saya jawaban dokter itu mmg sgt bagus, thanks",5,0.2,0.2,Positive,48,lengkap tdk khususkan fokus topiknya ex jurusan biologi sma berpendidikan akuntan s1 sgt utk mencerna mengerti tp org awam pst byk jg msh ragu utk dokter mmg sgt bagus thanks,30,lengkap tdk khusus fokus topik ex jurus biologi sma didik akuntan s1 sgt utk cerna erti tp org awam pst byk jg msh ragu utk dokter mmg sgt bagus thanks
sangat membantu terimakasih,5,0.0,0.0,Positive,3,membantu terimakasih,2,bantu terimakasih
"mohon maaf, saya ingin non aktifkan paket langganan di alodokter, sy tdk ingin ada lagi potongan2 perbulan dri alodokter!",1,0.0,0.0,Negative,22,mohon maaf non aktifkan paket langganan alodokter tdk potongan2 perbulan dri alodokter,12,mohon maaf non aktif paket langgan alodokter tdk potongan2 bulan dri alodokter
sangat membantu trimakasih dokter,5,0.0,0.0,Positive,4,membantu trimakasih dokter,3,bantu trimakasih dokter
baru nyoba lgi setelah sekian lama,4,0.0,0.0,Positive,6,nyoba lgi sekian,3,nyoba lgi sekian
mantul,5,0.0,0.0,Positive,1,mantul,1,mantul
"dok sangat baik &ramah ,makasih dok atas info nya",4,0.0,0.0,Positive,11,dok ramah makasih dok info,5,dok ramah makasih dok info
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
makasih,3,0.0,0.0,Neutral,1,makasih,1,makasih
aq kasih  lima tpi blm pake,5,0.0,0.0,Positive,6,aq kasih tpi blm pake,5,aq kasih tpi blm pake
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
baik.tks,4,0.0,0.0,Positive,1,baiktks,1,baiktks
cepat di pahami,4,0.0,0.0,Positive,3,cepat pahami,2,cepat paham
terimakasih hanya itu saja,5,0.0,0.0,Positive,4,terimakasih,1,terimakasih
terima kasih atas info nya,5,0.0,0.0,Positive,5,terima kasih info,3,terima kasih info
yeah,5,0.0,0.0,Positive,1,yeah,1,yeah
sangant baik,4,0.0,0.0,Positive,2,sangant,1,sangant
"pertama kali coba tanya dokter lewat app ini, dan ternyata respon dokter yg menjawab pertanyaan kita sgt tanggap. terimakasih sudah membantu saya yg lagi bingung dan galau.",5,0.0,0.0,Positive,30,kali coba dokter app respon dokter sgt tanggap terimakasih membantu bingung galau,12,kali coba dokter app respon dokter sgt tanggap terimakasih bantu bingung galau
ok,5,0.5,0.5,Positive,1,ok,1,ok
aplikasi ini sangat membantu sekali terimakasih alo dr,4,0.0,0.0,Positive,8,aplikasi membantu terimakasih alo dr,5,aplikasi bantu terimakasih alo dr
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
"kepada alo dokter yang terhormat, tolong bijak ya, saya cuma bantuin sales yang suruh download aplikasi alo dokter niatnya cuma bantu, malahan saya jadi kena potongan 39.000 tiap bulan, ya allah pake aplikasinya juga enggak, saya merasa sangat dirugikan, tolong solusinya!",1,0.0,0.0,Negative,48,alo dokter terhormat tolong bijak bantuin sales suruh download aplikasi alo dokter niatnya bantu kena potongan 39000 allah pake aplikasinya dirugikan tolong solusinya,23,alo dokter hormat tolong bijak bantuin sales suruh download aplikasi alo dokter niat bantu kena potong 39000 allah pake aplikasi rugi tolong solusi
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
oke,5,0.0,0.0,Positive,1,oke,1,oke
aplikasi yg bgus bgt ngechat dokter ny lngsng d bls lho dn ramah lg plus ngsh solusiny wlpun agak lama bls ny,5,0.0,0.0,Positive,22,aplikasi bgus bgt ngechat dokter ny lngsng d bls lho dn ramah lg plus ngsh solusiny wlpun bls ny,19,aplikasi bgus bgt ngechat dokter ny lngsng d bls lho dn ramah lg plus ngsh solusiny wlpun bls ny
sgt suka aplikasi ini krn sangat membantu,5,0.0,0.0,Positive,7,sgt suka aplikasi krn membantu,5,sgt suka aplikasi krn bantu
trimakasih atas jawabannya dan sangat membantu pasien.,5,0.0,0.0,Positive,8,trimakasih jawabannya membantu pasien,4,trimakasih jawab bantu pasien
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2,respon cepat
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
terimakasih adanya alodokter sangat membantu banget,5,0.0,0.0,Positive,6,terimakasih alodokter membantu banget,4,terimakasih alodokter bantu banget
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
respon dokter cepat,4,0.0,0.0,Positive,3,respon dokter cepat,3,respon dokter cepat
saya suka dokter nya ramah setiap menjawab pertanyaan,5,0.0,0.0,Positive,8,suka dokter ramah,3,suka dokter ramah
keren parah sih. jawaban yang diberikan sangat akurat,5,0.0,0.0,Positive,9,keren parah sih akurat,4,keren parah sih akurat
"bentar lagi lu ada kasus tenang aje, kitu urusin sampai ke meja pengadilan",1,0.0,0.0,Negative,14,bentar lu tenang aje kitu urusin meja pengadilan,8,bentar lu tenang aje kitu urusin meja adil
bagusss,5,0.0,0.0,Positive,1,bagusss,1,bagusss
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
sangat baik,5,0.0,0.0,Positive,2,,0,
apk ini sangatlah membantu,5,0.0,0.0,Positive,4,apk membantu,2,apk bantu
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
baik,5,0.0,0.0,Positive,1,,0,
"woy saldo gw dipotong tiap bulan 39.000 inj gimana penyelesaiannya , hapus data saya. saya ga terima tiap bulan di potong kaya gini niat bantu sales nya capai target malah di potong tiap bulan !!! gimana pertanggung jawaban nya? setiap mau transaksi kepotong mulu abis mulu saldo tiqp bulan !! tanggung jawab tolong ya!",1,0.0,0.0,Negative,60,woy saldo gw dipotong 39000 inj gimana penyelesaiannya hapus data ga terima potong kaya gini niat bantu sales capai target potong gimana pertanggung transaksi kepotong mulu abis mulu saldo tiqp tanggung tolong,32,woy saldo gw potong 39000 inj gimana selesai hapus data ga terima potong kaya gin niat bantu sales capai target potong gimana tanggung transaksi potong mulu abis mulu saldo tiqp tanggung tolong
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagusssss,5,0.0,0.0,Positive,1,bagusssss,1,bagusssss
mantap sangat membantu,5,0.0,0.0,Positive,3,mantap membantu,2,mantap bantu
dokternya baik dan ramah di alodokter dan jawabannya cukup membantu,4,0.0,0.0,Positive,10,dokternya ramah alodokter jawabannya membantu,5,dokter ramah alodokter jawab bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu sekali respon semua dokter cepat dan ramah,5,0.0,0.0,Positive,9,membantu respon dokter cepat ramah,5,bantu respon dokter cepat ramah
bagus dan sangat betmanfat,4,0.0,0.0,Positive,4,bagus betmanfat,2,bagus betmanfat
"td ditelpon sih katanya dari app ini, minta data pribadi buat dpt promo 39k, untung lgsg gua matiin anj wkwkwkwk",1,0.0,0.0,Negative,22,td ditelpon sih app data pribadi dpt promo 39k untung lgsg gua matiin anj wkwkwkwk,15,td telpon sih app data pribadi dpt promo 39k untung lgsg gua matiin anj wkwkwkwk
"aplikasi maling, narik duit orang seenaknya, mana 39ribu tiap bulan",1,0.0,0.0,Negative,12,aplikasi maling narik duit orang 39ribu,6,aplikasi maling narik duit orang 39ribu
hati hati penipuan mengatas namakan alodokter kemaren saya ditlp.oleh orng yg tidak bertanggung jawab mengatas namakan alodokter . untung saya tidak mudah percaya .. beliau meminta biaya 39/bulan. tapi saya abaikan .,5,0.0,0.0,Positive,33,hati hati penipuan mengatas namakan alodokter kemaren ditlpoleh orng bertanggung mengatas namakan alodokter untung mudah percaya beliau biaya 39bulan abaikan,20,hati hati tipu atas nama alodokter kemaren ditlpoleh orng tanggung atas nama alodokter untung mudah percaya beliau biaya 39bulan abai
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
apk paling mengsip.,5,0.0,0.0,Positive,4,apk mengsip,2,apk mengsip
"ini mau berhenti berlangganan susah minta ampun, padahal awal pendaftaran cuma di telpon dan bilang setuju aja, tp tiap bulan di potong 39.000. awap nya cuma bantuin sales. yang belum menerima telpon dari yang kata nya alodokter jangan di anggap deh. langsung blok aja. ini aneh jg loh, padahal saya nyantumin data yang nggak sesuai dengan asli nya dan cuma no rek aja, data yang lain asal. tp tetep bisa akses ke dalam transaksi pembayaran di mbanking. hahaha",1,0.2,0.4,Negative,87,berhenti berlangganan susah ampun pendaftaran telpon bilang setuju tp potong 39000 awap bantuin sales menerima telpon alodokter anggap deh langsung blok aneh jg loh nyantumin data nggak sesuai asli no rek data tp tetep akses transaksi pembayaran mbanking hahaha,39,henti langgan susah ampun daftar telpon bilang tuju tp potong 39000 awap bantuin sales terima telpon alodokter anggap deh langsung blok aneh jg loh nyantumin data nggak sesuai asli no rek data tp tetep akses transaksi bayar mbanking hahaha
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
bagaimana cara berhenti berlangganan dan menghapus akun ?,1,0.0,0.0,Negative,8,berhenti berlangganan menghapus akun,4,henti langgan hapus akun
sangat membantu sekali,4,0.0,0.0,Positive,3,membantu,1,bantu
membantu,4,0.0,0.0,Positive,1,membantu,1,bantu
mantap dan konsul jelas,5,0.0,0.0,Positive,4,mantap konsul,2,mantap konsul
sangat bermanfaat. ,5,0.0,0.0,Positive,3,bermanfaat,1,manfaat
memuaskan,5,0.0,0.0,Positive,1,memuaskan,1,muas
"sorry nih bukannya kenapa2, saya mau komplain nih mengenai duit saya yang tiba2 dipotong, padahal saya tidak menggunakan aplikasinya. niat saya tulus ngebantu salesnya untuk mencapai target, itu doang, kok kenapa saya jadi orang paling dirugikan. tolong dong di stop",1,-0.5,1.0,Negative,46,sorry nih kenapa2 komplain nih duit tiba2 dipotong aplikasinya niat tulus ngebantu salesnya mencapai target doang orang dirugikan tolong stop,20,sorry nih kenapa2 komplain nih duit tiba2 potong aplikasi niat tulus ngebantu salesnya capai target doang orang rugi tolong stop
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1,manfaat
"saya gak pernah pake ni aplikasi, tapi autodebetnya jalan terus. rugi saya.",1,0.0,0.0,Negative,15,gak pake ni aplikasi autodebetnya jalan rugi,7,gak pake ni aplikasi autodebetnya jalan rugi
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
saya suka jadi keluhan yang saya rasakan bisa terjelaskan sebelum saya ke dokter terlebih dahulu,4,0.0,0.0,Positive,15,suka keluhan rasakan terjelaskan dokter,5,suka keluh rasa jelas dokter
membantu sekali,5,0.0,0.0,Positive,2,membantu,1,bantu
mantap,4,0.0,0.0,Positive,1,mantap,1,mantap
penjelasannya sangat jelas .,5,0.0,0.0,Positive,4,penjelasannya,1,jelas
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
alhamdulillah,4,0.0,0.0,Positive,1,alhamdulillah,1,alhamdulillah
aku uninstall ! ngga suka dengan marketingnya dengan menawarkan promo melalui telfon byk orang yg merasa dirugikan dgn sistem kalian seperti itu tolong diperbaiki,1,0.0,0.0,Negative,24,uninstall ngga suka marketingnya menawarkan promo telfon byk orang dirugikan dgn sistem tolong diperbaiki,14,uninstall ngga suka marketingnya tawar promo telfon byk orang rugi dgn sistem tolong baik
"halo dokter aku punya penyakit asam urat kolestrol gimana cara mengatasinya krna ke doter terus g sembuh,,",1,0.0,0.0,Negative,19,halo dokter penyakit asam urat kolestrol gimana mengatasinya krna doter g sembuh,12,halo dokter sakit asam urat kolestrol gimana atas krna doter g sembuh
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
"bagus banget jadi kita tau gejala bahaya atau tidak nya,",5,0.0,0.0,Positive,11,bagus banget tau gejala bahaya,5,bagus banget tau gejala bahaya
sales alodokter selalu mengganggu setiap hari nelpon nawarin apalah...jadi gak nyaman.orang dipaksa berlangganan,1,0.0,0.0,Negative,15,sales alodokter mengganggu nelpon nawarin apalahjadi gak nyamanorang dipaksa berlangganan,10,sales alodokter ganggu nelpon nawarin apalahjadi gak nyamanorang paksa langgan
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
"mohon dibantu untuk proses dis continue penarikan saldo nya,",1,0.0,0.0,Negative,10,mohon dibantu proses dis continue penarikan saldo,7,mohon bantu proses dis continue tari saldo
aplikasi ini sangat membantu apalagi dalam masa pandemi ini jadi kita bisa berkonsultasi jarak jauh mengenai gejala-gejala yang di rasakan,5,0.0,0.0,Positive,20,aplikasi membantu pandemi berkonsultasi jarak gejalagejala rasakan,7,aplikasi bantu pandemi konsultasi jarak gejalagejala rasa
telemarketing mengganggu,1,0.0,0.0,Negative,2,telemarketing mengganggu,2,telemarketing ganggu
apk yg bermanfaat.. ,5,0.0,0.0,Positive,4,apk bermanfaat,2,apk manfaat
super mega puasssss dokter nya baiikkkkkkkkk profesionallll ramahhhhhhhhh pokonya sukses untuk alodokter,5,0.3333333333333333,0.6666666666666666,Positive,12,super mega puasssss dokter baiikkkkkkkkk profesionallll ramahhhhhhhhh pokonya sukses alodokter,10,super mega puasssss dokter baiikkkkkkkkk profesionallll ramahhhhhhhhh poko sukses alodokter
"udh aku uninstal , pas di update mau chat dokter jadi bayar ",3,0.0,0.0,Neutral,12,udh uninstal pas update chat dokter bayar,7,udh uninstal pas update chat dokter bayar
sangat membantu saya,5,0.0,0.0,Positive,3,membantu,1,bantu
"minta tolong untuk pihak alodokter sy mau berhenti berlangganan, sy bru sadar saldo di rekening sy truz ditarik rp 95.000/bulan, bru hanya bs ajukan klaim klo kita msuk rs, msa org sehat dsuruh msuk rs, alhamdulillahsmpai detik ini sy msh diberi kesehatan, untuk itu sy mau berhenti berlangganan, mohon bantuanx, krna sy sdh chat di cs blum di respon,",1,0.0,0.0,Negative,67,tolong alodokter berhenti berlangganan bru sadar saldo rekening truz ditarik rp 95000bulan bru bs ajukan klaim klo msuk rs msa org sehat dsuruh msuk rs alhamdulillahsmpai detik msh kesehatan berhenti berlangganan mohon bantuanx krna sdh chat cs blum respon,39,tolong alodokter henti langgan bru sadar saldo rekening truz tarik rp 95000bulan bru bs aju klaim klo msuk rs msa org sehat dsuruh msuk rs alhamdulillahsmpai detik msh sehat henti langgan mohon bantuanx krna sdh chat cs blum respon
"gercep pelayanannya, terimakasih",5,0.0,0.0,Positive,4,gercep pelayanannya terimakasih,3,gercep layan terimakasih
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sy sangat suka,5,0.0,0.0,Positive,3,suka,1,suka
"saya orang awam ingin bertanya apa yang tidak saya ketahui pada kalian para dokter, apa saya salah??? jangan sampai di berita lain boleh tapi ternyata berbahaya",1,0.0,0.0,Negative,30,orang awam ketahui dokter salah berita berbahaya,7,orang awam tahu dokter salah berita bahaya
respon berhenti berlangganan lambat,1,0.0,0.0,Negative,4,respon berhenti berlangganan lambat,4,respon henti langgan lambat
"bagaimana cara berhenti langganan auto debet? kemarin saya sudah dapat tlp dari pihak alodokter & konfirmasi katanya bisa di stop. 2 bulan pertama stop tidak ada saldo terpotong, masuk bulan ke tiga kenapa saldo saya terpotong lg?",1,0.0,0.0,Negative,41,berhenti langganan auto debet kemarin tlp alodokter konfirmasi stop 2 stop saldo terpotong masuk saldo terpotong lg,17,henti langgan auto debet kemarin tlp alodokter konfirmasi stop 2 stop saldo potong masuk saldo potong lg
sangat membantu sekali:),5,0.5,1.0,Positive,5,membantu,1,bantu
sangat membantu sekali terima kasih,5,0.0,0.0,Positive,5,membantu terima kasih,3,bantu terima kasih
"bagus sih, cukup membantu tapi minusnya kenapa isi artikelnya mayoritas masalah seksual semua kalau anak dibawah umur yg buka kan bahaya",4,0.0,0.0,Positive,22,bagus sih membantu minusnya isi artikelnya mayoritas seksual anak dibawah umur buka bahaya,13,bagus sih bantu minus isi artikel mayoritas seksual anak bawah umur buka bahaya
