content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
slmt pagi dokter mata saya rasa gatal lalu sy kucek terus mata merah dan pandangan seperti ada kabut. sampai sekarang merah terus tp rasa sakit berkurang. sakit apa itu dan solusinya apa?,4,negative,positive,35,slmt pagi dokter mata gatal sy kucek mata merah pandangan kabut merah tp sakit berkurang sakit solusinya,17,slmt pagi dokter mata gatal sy kucek mata merah pandang kabut merah tp sakit kurang sakit solusi
terbaik,4,neutral,positive,1,terbaik,1,baik
tanggapan dr dokter cepat,5,positive,positive,4,tanggapan dokter cepat,3,tanggap dokter cepat
good,5,neutral,positive,1,good,1,good
ok sangat membantu,5,negative,positive,3,ok membantu,2,ok bantu
respon yang sangat ramah dan cepat,5,positive,positive,6,respon ramah cepat,3,respon ramah cepat
baikkk,5,neutral,positive,1,baikkk,1,baikkk
cukup membantu,5,negative,positive,2,membantu,1,bantu
"perasaan aku gapernah berlangganan ini app tapi dah bbrp tahun ya lupa sekitar 3th ini baru sadar saldoku kepotong otomatis itu gr2 ini app, kok bisa dataku ada disini berlangganan ini app, aku aja baru tau ini app yg kutahu halodok yg pink itu dan itupun gapernah berlangganan cmn download 2hari gangerti caranya. kesel rugi banyak tapi gatau harus gmna selain ikhlas pihak alodokter gaakan ganti rugi juga. kesel bgt uangku ilang 40rb perbulan selama bbrp thn ",1,neutral,negative,81,perasaan gapernah berlangganan app dah bbrp lupa 3th sadar saldoku kepotong otomatis gr2 app dataku berlangganan app tau app kutahu halodok pink itupun gapernah berlangganan cmn download 2hari gangerti kesel rugi gatau gmna ikhlas alodokter gaakan ganti rugi kesel bgt uangku ilang 40rb perbulan bbrp thn,46,asa gapernah langgan app dah bbrp lupa 3th sadar saldo potong otomatis gr2 app data langgan app tau app tahu halodok pink itu gapernah langgan cmn download 2hari gangerti kesel rugi gatau gmna ikhlas alodokter gaakan ganti rugi kesel bgt uang ilang 40rb bulan bbrp thn
"saya terkena strok 4 bln yg lalu sampai sekarang bagian badan sebelah kiri terasa ba'al tangan sebelah kiri sering kaku ada urat d bawah ketiak terasa tegang kaki jg ada rasa benjolan lau untuk jalan, bagaimana ya dok cara penyembuhan y, sy masih minum obat2an sesuai dgn resep dokter tapi belum terasa perubahan y tks dokter atas bantuan y.",5,neutral,positive,62,terkena strok 4 bln badan sebelah kiri baal tangan sebelah kiri kaku urat d ketiak tegang kaki jg benjolan lau jalan penyembuhan y sy minum obat2an sesuai dgn resep dokter perubahan y tks dokter bantuan y,36,kena strok 4 bln badan belah kiri baal tangan belah kiri kaku urat d ketiak tegang kaki jg benjol lau jalan sembuh y sy minum obat2an sesuai dgn resep dokter ubah y tks dokter bantu y
terimakasih,4,neutral,positive,1,terimakasih,1,terimakasih
simpel,5,neutral,positive,1,simpel,1,simpel
keren dan mantap,5,positive,positive,3,keren mantap,2,keren mantap
bagus,5,neutral,positive,1,bagus,1,bagus
apk nya bagus sih cuma untuk metode pembayaran tolong lebih di perbanyak lagi ke depan nya,5,positive,positive,16,apk bagus sih metode pembayaran tolong perbanyak,7,apk bagus sih metode bayar tolong banyak
suka,5,neutral,positive,1,suka,1,suka
penjelasan baik dan terinci,5,negative,positive,4,penjelasan terinci,2,jelas inci
aplikasi terbaik,5,negative,positive,2,aplikasi terbaik,2,aplikasi baik
terimakasih. keterangan yg diberikan dr memuaskan,5,negative,positive,7,terimakasih keterangan memuaskan,3,terimakasih terang muas
memberikan penjelsan dg baik,5,neutral,positive,4,penjelsan dg,2,penjelsan dg
pelayanan customer service yang sangat buruk,1,neutral,negative,6,pelayanan customer service buruk,4,layan customer service buruk
menarik,5,neutral,positive,1,menarik,1,tarik
penjelasan dokter sangat membantu yrimaksih dokter,5,negative,positive,6,penjelasan dokter membantu yrimaksih dokter,5,jelas dokter bantu yrimaksih dokter
dokter fast respon,5,neutral,positive,3,dokter fast respon,3,dokter fast respon
sangat membantu cukup dari rumah saja,5,neutral,positive,6,membantu rumah,2,bantu rumah
aplikasi bngsat,1,negative,negative,2,aplikasi bngsat,2,aplikasi bngsat
"xx, ed sheeran lego rt dz",2,negative,negative,7,xx ed sheeran lego rt dz,6,xx ed sheeran lego rt dz
penjelasan dokter baik dan jelas,5,negative,positive,5,penjelasan dokter,2,jelas dokter
"baik, jelas, thanks ",5,negative,positive,5,thanks,1,thanks
"sebagai pengguna baru kesel sih pas daftar aakun d tahap gmail g mau masuk katanya coba cek email anda, email aku cuman 1 itu doang aku pake d apk lain tp d alodokter g mau masuk",2,positive,negative,37,pengguna kesel sih pas daftar aakun d tahap gmail g masuk coba cek email email cuman 1 doang pake d apk tp d alodokter g masuk,26,guna kesel sih pas daftar aakun d tahap gmail g masuk coba cek email email cuman 1 doang pake d apk tp d alodokter g masuk
"baik dokternya ramah,sangat membantu",5,negative,positive,6,dokternya ramahsangat membantu,3,dokter ramahsangat bantu
respon dokter cepat dan selalu dapat memberikan penjelasan yang mudah dimengerti,5,positive,positive,11,respon dokter cepat penjelasan mudah dimengerti,6,respon dokter cepat jelas mudah erti
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat berguna,5,neutral,positive,2,berguna,1,guna
ok,4,neutral,positive,1,ok,1,ok
mudah hemat dapat free ongkir,5,neutral,positive,5,mudah hemat free ongkir,4,mudah hemat free ongkir
mantappp,5,neutral,positive,1,mantappp,1,mantappp
dulu gk bayar kaya sekarang . baru unduh mau uninstall aja deh .,1,neutral,negative,13,gk bayar kaya unduh uninstall deh,6,gk bayar kaya unduh uninstall deh
sangat membantu dengan baik,5,positive,positive,4,membantu,1,bantu
"gk jls banget ini saya udh teransfer buat konsultasi malah gk di respos harua nya di respon pasien nya, kan bayar",1,positive,negative,22,gk jls udh teransfer konsultasi gk respos harua respon pasien bayar,11,gk jls udh teransfer konsultasi gk respos harua respon pasien bayar
sangat membantu saat urgent,5,positive,positive,4,membantu urgent,2,bantu urgent
dokter sangat baik,5,neutral,positive,3,dokter,1,dokter
praktis dan sangat membantu dlm pendaftaran,5,neutral,positive,6,praktis membantu dlm pendaftaran,4,praktis bantu dlm daftar
nyaman bgt belanja d alodokter.cpt kurir ramah,5,neutral,positive,7,nyaman bgt belanja d alodoktercpt kurir ramah,7,nyaman bgt belanja d alodoktercpt kurir ramah
ok,5,neutral,positive,1,ok,1,ok
dokter nya garcep,5,negative,positive,3,dokter garcep,2,dokter garcep
goodd,3,negative,neutral,1,goodd,1,goodd
"dokternya ramah, baik dan fast respon",5,neutral,positive,7,dokternya ramah fast respon,4,dokter ramah fast respon
bagus,5,neutral,positive,1,bagus,1,bagus
oke,5,neutral,positive,1,oke,1,oke
respon cepat dan sangat membantu,5,negative,positive,5,respon cepat membantu,3,respon cepat bantu
baru mencoba untuk bisa cari yang lain untuk diriku sendiri.,5,neutral,positive,11,mencoba cari diriku,3,coba cari diri
"kecewa uda bayar buat nnya ke dokter, d tgguin 1 jam chat gaa d blas2",1,positive,negative,16,kecewa uda bayar nnya dokter d tgguin 1 jam chat gaa d blas2,13,kecewa uda bayar nnya dokter d tgguin 1 jam chat gaa d blas2
sanggat puas,5,neutral,positive,2,sanggat puas,2,sanggat puas
"ma syaa allah,dokter yang sangat ramah dan responsif sekali,jazaakillah khair dokter,sehat sehat selalu",5,positive,positive,19,ma syaa allahdokter ramah responsif sekalijazaakillah khair doktersehat sehat,9,ma syaa allahdokter ramah responsif sekalijazaakillah khair doktersehat sehat
semua permaslahan kesehatan tersedia,5,neutral,positive,4,permaslahan kesehatan tersedia,3,permaslahan sehat sedia
lagi diskusi sama dokter aplikasinya eror ga bisa dibuka buka,1,negative,negative,10,diskusi dokter aplikasinya eror dibuka buka,6,diskusi dokter aplikasi eror buka buka
sangat membantu keluhan kita,4,positive,positive,4,membantu keluhan,2,bantu keluh
respon cepat,5,neutral,positive,2,respon cepat,2,respon cepat
membantu saat kondisi urgent konsul dokter,5,negative,positive,6,membantu kondisi urgent konsul dokter,5,bantu kondisi urgent konsul dokter
"yaallah terimakasih dokter sabar dengerin dilema saya soal anak,sehat selalu dokter",5,negative,positive,13,yaallah terimakasih dokter sabar dengerin dilema anaksehat dokter,8,yaallah terimakasih dokter sabar dengerin dilema anaksehat dokter
tolong dong balasannya jgn lama. ket tunggu 5 menit tpi sampai lama sekali tidak dibalas,2,neutral,negative,16,tolong balasannya jgn ket tunggu 5 menit tpi dibalas,9,tolong balas jgn ket tunggu 5 menit tpi balas
"turunin bintang ah, sekarang jd ga bisa liat dosis cara minum obat. ketika klik resep langsung hantem pembelian. kenapa? karena anda maksa kita buat beli obatnya melalui aplikasi. bukan begitu? pas kita end chat barulah sadar kalau dosisnya ga tertera ga bisa dilihat. trus admin whatsapp kasih saran untuk hubungi dokternya lagi untuk konfirmasi dosis. dan kita harus bayar lagi 40rebu cuma buat tanya ulang?  masuk akal ga nih buat tim alodokter...",1,neutral,negative,82,turunin bintang ah jd liat dosis minum obat klik resep langsung hantem pembelian maksa beli obatnya aplikasi pas end chat barulah sadar dosisnya tertera trus admin whatsapp kasih saran hubungi dokternya konfirmasi dosis bayar 40rebu ulang masuk akal nih tim alodokter,41,turunin bintang ah jd liat dosis minum obat klik resep langsung hantem beli maksa beli obat aplikasi pas end chat baru sadar dosis tera trus admin whatsapp kasih saran hubung dokter konfirmasi dosis bayar 40rebu ulang masuk akal nih tim alodokter
"sangat membantu di saat hanya ingin konsultasi saja tentang keluhan yg di rasa, dokter umumnya jg sabar mau di tanya panjang lebar dan telaten menjelaskan",4,neutral,positive,26,membantu konsultasi keluhan dokter jg sabar lebar telaten,8,bantu konsultasi keluh dokter jg sabar lebar telaten
suka bangeet,5,neutral,positive,2,suka bangeet,2,suka bangeet
jawaban memuaskan dan cepat,5,negative,positive,4,memuaskan cepat,2,muas cepat
respon cepat,2,neutral,negative,2,respon cepat,2,respon cepat
dokternya baik dan ramah,5,positive,positive,4,dokternya ramah,2,dokter ramah
jawabnya lama hingga dua jam. padahal kami sudah bayar,1,positive,negative,10,jam bayar,2,jam bayar
sangat membantu,5,negative,positive,2,membantu,1,bantu
baik sekali ramah,5,neutral,positive,3,ramah,1,ramah
detail penjelasnnya,5,neutral,positive,2,detail penjelasnnya,2,detail penjelasnnya
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat rekomendasi aplikasi nya,5,negative,positive,4,rekomendasi aplikasi,2,rekomendasi aplikasi
mantap pokonyaaaa,5,neutral,positive,2,mantap pokonyaaaa,2,mantap pokonyaaaa
sangat membantu,5,negative,positive,2,membantu,1,bantu
"respon sangat cepat, dokternya ramah",5,neutral,positive,6,respon cepat dokternya ramah,4,respon cepat dokter ramah
responnya cepat,5,negative,positive,2,responnya cepat,2,responnya cepat
dokternya sangar ramah & dan sangat membantu ,5,negative,positive,7,dokternya sangar ramah membantu,4,dokter sangar ramah bantu
sippp...,5,negative,positive,2,sippp,1,sippp
terima kasih infonya sangat membantu,3,neutral,neutral,5,terima kasih infonya membantu,4,terima kasih info bantu
good,5,neutral,positive,1,good,1,good
jarak apotek terdekat masih antara kabupaten saya di klaten terdekat di semarang,1,neutral,negative,12,jarak apotek terdekat kabupaten klaten terdekat semarang,7,jarak apotek dekat kabupaten klaten dekat semarang
jelas dan mudah dimengerti penjelasan dokternya. terimakasih alodokter,5,positive,positive,9,mudah dimengerti penjelasan dokternya terimakasih alodokter,6,mudah erti jelas dokter terimakasih alodokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
"respon cepat,jelas",5,positive,positive,4,respon cepatjelas,2,respon cepatjelas
sangat membantu sekali,5,negative,positive,3,membantu,1,bantu
dokter ramah,5,negative,positive,2,dokter ramah,2,dokter ramah
"sangat membantu, dan semoga cepat sembuh",5,neutral,positive,7,membantu semoga cepat sembuh,4,bantu moga cepat sembuh
aplikasinya bagus. murah jg konsul dg dokter umum . syg msh byk dokter spesialis yg offline. untuk alo resepnya ongkirnya jgn mahal mahal. plis..,5,neutral,positive,28,aplikasinya bagus murah jg konsul dg dokter syg msh byk dokter spesialis offline alo resepnya ongkirnya jgn mahal mahal plis,20,aplikasi bagus murah jg konsul dg dokter syg msh byk dokter spesialis offline alo resep ongkirnya jgn mahal mahal plis
respon cepat..dokternya baik dan penjelasaany lengkap..,5,neutral,positive,9,respon cepatdokternya penjelasaany lengkap,4,respon cepatdokternya penjelasaany lengkap
"dokter nya,ga asik bgt di ajak konsul nya,kaku",1,negative,negative,12,dokter nyaga asik bgt ajak konsul nyakaku,7,dokter nyaga asik bgt ajak konsul nyakaku
terimakasih atas sarannya dok.,5,neutral,positive,5,terimakasih sarannya,2,terimakasih saran
dokternya sangat membantu..,5,positive,positive,4,dokternya membantu,2,dokter bantu
dokternya baik dan jawaban jelas,5,positive,positive,5,dokternya,1,dokter
terimakasih dokter,5,positive,positive,2,terimakasih dokter,2,terimakasih dokter
sangat bermanfaat,5,negative,positive,2,bermanfaat,1,manfaat
"dokter nya baik, penjelasan nya mudah dimengerti konsultasi yg sangat nyaman",5,neutral,positive,12,dokter penjelasan mudah dimengerti konsultasi nyaman,6,dokter jelas mudah erti konsultasi nyaman
cepat dan bagus pelayanan nya memuaskan sekali,5,negative,positive,7,cepat bagus pelayanan memuaskan,4,cepat bagus layan muas
"selamat sore dok, sy punya anak telapak tangan dan telapak kakinya sering basah / berkeringat berlebih , itu tanda penyakit apa ya dok? apakah penyakit ini berbahaya? kalau mau berobat harus ke dokter spesialis apa ?",3,positive,neutral,39,selamat sore sy anak telapak tangan telapak kakinya basah berkeringat berlebih tanda penyakit penyakit berbahaya berobat dokter spesialis,18,selamat sore sy anak telapak tangan telapak kaki basah keringat lebih tanda sakit sakit bahaya obat dokter spesialis
dokter cepat menjawab dan ramah jg sya senang,5,neutral,positive,8,dokter cepat ramah jg sya senang,6,dokter cepat ramah jg sya senang
bagus,5,neutral,positive,1,bagus,1,bagus
makasih banyak dok,4,neutral,positive,3,makasih,1,makasih
baikkk penjelasan,5,negative,positive,2,baikkk penjelasan,2,baikkk jelas
"sangat bermanfaat, tadinya saya khawatir sekali tetapi setelah konsul berkurang takutnya,respon juga cepat sekali",5,positive,positive,17,bermanfaat khawatir konsul berkurang takutnyarespon cepat,6,manfaat khawatir konsul kurang takutnyarespon cepat
pesanan obat dibatalkan sama pihak apotek tapi pengembalian uangnya 3 hari dikira semua orang kaya orang lagi sakit butuh obat duitnya ditahan parah sekali aplikasi ini tidak ada solusi percuma lapor juga,1,negative,negative,32,pesanan obat dibatalkan apotek pengembalian uangnya 3 orang kaya orang sakit butuh obat duitnya ditahan parah aplikasi solusi lapor,19,pesan obat batal apotek kembali uang 3 orang kaya orang sakit butuh obat duit tahan parah aplikasi solusi lapor
"dokternya baik, konsulnya pun mendetail,",5,neutral,positive,7,dokternya konsulnya mendetail,3,dokter konsul detail
kurang nyaman dengan opsi pertanyaan ya/tidak doang. harusnya pasien bisa lebih detail memberikan info kepada dokter kl fitur chat box nya dibuka.,2,neutral,negative,24,nyaman opsi yatidak doang pasien detail info dokter kl fitur chat box dibuka,13,nyaman opsi yatidak doang pasien detail info dokter kl fitur chat box buka
ramah dan dapat d mengerti,5,neutral,positive,5,ramah d mengerti,3,ramah d erti
"trimaksih dokter, sy takut sekali",5,positive,positive,6,trimaksih dokter sy takut,4,trimaksih dokter sy takut
"dokter ny baik, sabar dn jelas kasih penerangan ",5,neutral,positive,9,dokter ny sabar dn kasih penerangan,6,dokter ny sabar dn kasih terang
sangat puas,5,neutral,positive,2,puas,1,puas
"konsultasi hari ini..dikasih resep dokter, di beli..tp dikirim nya besok.. org sakit apa bisa di tahan sampe besok?? parah nih..",1,neutral,negative,29,konsultasi inidikasih resep dokter belitp dikirim besok org sakit tahan sampe besok parah nih,14,konsultasi inidikasih resep dokter belitp kirim besok org sakit tahan sampe besok parah nih
dokter nya ramah terimakasih alodokter,5,neutral,positive,5,dokter ramah terimakasih alodokter,4,dokter ramah terimakasih alodokter
sy br sembuh dr autoimun sekarang kulit tangan dn kaki sy tumbuh miliya. adakah obat miliya...? memang miliya tdk bahaya tp gatal br tumbuh gatal apalg mau lepas,5,negative,positive,31,sy br sembuh autoimun kulit tangan dn kaki sy tumbuh miliya adakah obat miliya miliya tdk bahaya tp gatal br tumbuh gatal apalg lepas,24,sy br sembuh autoimun kulit tangan dn kaki sy tumbuh miliya ada obat miliya miliya tdk bahaya tp gatal br tumbuh gatal apalg lepas
"selamat malam dokter. anak saya sarapan pagi jam 7 mak an nasi goreng sisa malam. makan siang dah magrib. besoknya mual muntah, diare, demam. diatas pusar agat sakit. bawah pusat ada yg gerak gerak, kadang pusing. anak saya usia 20th pertanyaan ke dokter 1. gejala apa itu dok?",5,neutral,positive,58,selamat malam dokter anak sarapan pagi jam 7 mak an nasi goreng sisa malam makan siang dah magrib besoknya mual muntah diare demam diatas pusar agat sakit pusat gerak gerak kadang pusing anak usia 20th dokter 1 gejala,38,selamat malam dokter anak sarap pagi jam 7 mak an nasi goreng sisa malam makan siang dah magrib besok mual muntah diare demam atas pusar agat sakit pusat gerak gerak kadang pusing anak usia 20th dokter 1 gejala
