content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
terimakasih atas sarannya,5,neutral,positive,3,terimakasih sarannya,2
mksih,5,neutral,positive,1,mksih,1
penjelasannya dan saran sangat jelas dan mudah dipahami,5,positive,positive,8,penjelasannya saran mudah dipahami,4
lumayan cuma di setiap pertanyaan gabisa milih 2 pilihan sekalinya gatau pilihannya yang mana jdi susah ngejelasinnya,4,negative,positive,17,lumayan gabisa milih 2 pilihan sekalinya gatau pilihannya jdi susah ngejelasinnya,11
"ok, sangat membantu",5,positive,positive,4,ok membantu,2
tunggu chat dibales smpe skit kepala sm baterai lowbat  pdhal sdh bayar ..astagaaa,3,neutral,neutral,14,tunggu chat dibales smpe skit kepala sm baterai lowbat pdhal sdh bayar astagaaa,13
sangat membantu terimaksih buk dokter,5,positive,positive,5,membantu terimaksih buk dokter,4
sangat baik,5,negative,positive,2,,0
sangat membantu,5,negative,positive,2,membantu,1
sangat membantu,4,negative,positive,2,membantu,1
sangattt baikkkk,5,neutral,positive,2,sangattt baikkkk,2
dokter nya ramah dan teliti. penjelasannya lengkap,5,neutral,positive,8,dokter ramah teliti penjelasannya lengkap,5
terimakasih dok. dokternya baik ramah dan tidak slow respon,5,negative,positive,10,terimakasih dokternya ramah slow respon,5
"terlalu lama balasan nya, dan prabayar, tidak bisa di aplikasikan di negara indonesia, kenapa ? karena sebagian besar orang yg terkena penyakit adalah orang yg memiliki ekonomi menengah ke bawah, bagi orang yg memiliki penghasilan yg cukup mungkin bisa, tetapi bagi orang yang memiliki ekonomi ke bawah, saya pikir aplikasi dan model² seperti ini kurang pas, kalau memang aplikasi ini bisa diterapkan di masyarakat secara keseluruhan, kenapa tidak di bpjs kan saja untuk konsultasi 40-50rb,",1,positive,negative,84,balasan prabayar aplikasikan negara indonesia orang terkena penyakit orang memiliki ekonomi menengah orang memiliki penghasilan orang memiliki ekonomi pikir aplikasi model² pas aplikasi diterapkan masyarakat bpjs konsultasi 4050rb,28
sangat ramah,5,negative,positive,2,ramah,1
bagus pertanyaan-pertanyaannya,5,neutral,positive,2,bagus pertanyaanpertanyaannya,2
"salah satu pilihan bagus saat terjepit waktu dan jarak, dan saat libur.",5,negative,positive,14,salah pilihan bagus terjepit jarak libur,6
good information,4,negative,positive,2,good information,2
bermanfaat,5,negative,positive,1,bermanfaat,1
nyesel... gak bisa di verifikasi... aslinya sih gak mau kasik bintang tadinya...,1,negative,negative,15,nyesel verifikasi aslinya sih kasik bintang,6
"penjelasan jelas, rinci, dan runut. terima kasih, dokter!",5,positive,positive,13,penjelasan rinci runut terima kasih dokter,6
"br mau donwload, udah capek nunggu menginstal tp gk bs bs udh batalin coba ulang lagi, setiap udh 100 persen gk bs menginstal",2,negative,negative,25,br donwload capek nunggu menginstal tp gk bs bs udh batalin coba ulang udh 100 persen gk bs menginstal,19
" buka di web kolom komunitas(forum) mau pencet  buat pertayaan malah ga bisa harus donwload. udah donwload, ga ada pilihan komunitas forum nya cuma ada chat(bayar), artikel, shop, buat janji & langganan.",1,negative,negative,43,buka web kolom komunitasforum pencet pertayaan donwload donwload pilihan komunitas forum chatbayar artikel shop janji langganan,16
sangat membantu,5,negative,positive,2,membantu,1
trimksh dok pnjelasan bagus respon cpt,5,neutral,positive,6,trimksh pnjelasan bagus respon cpt,5
"pelayanan yg cukup mengecewakan,, udah vaksin sampai dosis 3 bareng keluarga trus vaksin di desa tpi cuma saya yg hasil dri vaksin dosis 2 & 3 yg gk keluar banya dosis 1 terus saat diperiksa",1,neutral,negative,37,pelayanan mengecewakan vaksin dosis 3 bareng keluarga trus vaksin desa tpi hasil dri vaksin dosis 2 3 gk banya dosis 1 diperiksa,22
respon baik,5,neutral,positive,2,respon,1
"sangat bagus,dokternya ramah dan cepat direspon",5,neutral,positive,8,bagusdokternya ramah cepat direspon,4
pelayanan dokternya terbaik,5,negative,positive,3,pelayanan dokternya terbaik,3
sangat terperinci penjelasannya ttg penyakit yang dalami.,5,neutral,positive,8,terperinci penjelasannya ttg penyakit dalami,5
respon cepat dan sangat membantu terimakasih dokter alodok.,5,negative,positive,9,respon cepat membantu terimakasih dokter alodok,6
"pengiriman gajelas. ga nyampe nyampe loh ini obat, padahal order lewat app ini kan brrti emg udh kaya urgent bgt butuhnya. tp pengirimannya lamaa banget sampe 1 minggu, ini aku pake pengiriman next day bukan next week.",1,positive,negative,42,pengiriman gajelas nyampe nyampe loh obat order app brrti emg udh kaya urgent bgt butuhnya tp pengirimannya lamaa sampe 1 minggu pake pengiriman next day next week,27
"terima kasih jd pertolongan pertama saat dokter terdekat tutup, thank u alo dok, semoga kedepannya ga mahal2 ya konsultasinya thank u",5,negative,positive,23,terima kasih jd pertolongan dokter terdekat tutup thank u alo semoga kedepannya mahal2 konsultasinya thank u,16
bgus,5,negative,positive,1,bgus,1
penjelasan dokter sgt detail dan tdk menjadikan overthingking,5,negative,positive,8,penjelasan dokter sgt detail tdk menjadikan overthingking,7
bagus,5,neutral,positive,1,bagus,1
lumayan untuk pengikut baru seperti saya,3,positive,neutral,6,lumayan pengikut,2
kaya bisa di tlp,3,neutral,neutral,4,kaya tlp,2
"pelayanan nya benar"" buruk kenapa setiap konsul harus menunggu balasan lama sekali padahal kita bayar loh kita pun konsul dalam keadaan sakit dan kita konsul ingin mendapatkan penanganan yang lebih cepat di suruh nunggu balasan selama 1 menit tapi nyatanya bisa sampe 5 menit lebih tolong di perbaiki lagi",1,neutral,negative,50,pelayanan buruk konsul menunggu balasan bayar loh konsul sakit konsul penanganan cepat suruh nunggu balasan 1 menit sampe 5 menit tolong perbaiki,22
sangat bermanfaat,5,negative,positive,2,bermanfaat,1
tidak bisa dipakai,3,negative,neutral,3,dipakai,1
bagus,5,neutral,positive,1,bagus,1
bagus,5,neutral,positive,1,bagus,1
mks dokter,5,negative,positive,2,mks dokter,2
sangat membantu,5,negative,positive,2,membantu,1
bagus cara menjelaskannya,5,neutral,positive,3,bagus menjelaskannya,2
tolong diperbaiki untuk maps apotik terdekat yg bekerjasama pengiriman obat juga mohon diperbaiki,4,positive,positive,13,tolong diperbaiki maps apotik terdekat bekerjasama pengiriman obat mohon diperbaiki,10
ini gak ada dokter yang kita chat gratis ya...harus bayar ya...soalnya waktu lalu masih bisa chat gratis gak perlu bayar,1,neutral,negative,24,dokter chat gratis yaharus bayar yasoalnya chat gratis bayar,9
respon cepat dan smart,5,negative,positive,4,respon cepat smart,3
"aplikasi nya suka error, yuk diperbaiki errornya...",5,negative,positive,9,aplikasi suka error yuk diperbaiki errornya,6
dokternya ramah dan penjelasannya jelas.,5,negative,positive,6,dokternya ramah penjelasannya,3
cepat dan mudah,5,negative,positive,3,cepat mudah,2
cepat responnya dan sgt bagus penjelasannya,5,neutral,positive,6,cepat responnya sgt bagus penjelasannya,5
jelas detail,5,positive,positive,2,detail,1
aplikasi yang sangat membantu sekali,5,neutral,positive,5,aplikasi membantu,2
bagus,5,neutral,positive,1,bagus,1
sangat membantu,5,negative,positive,2,membantu,1
"sangat kecewa sama aplikasi ini pada hari ini. padahal masih dalam chat berbayar, tapi ditungguin balasan demi balasan sampai 30 menit ga ada juga. akhirnya ke tutup sendiri chat itu. yang bener aje! rugi dong!!",1,neutral,negative,42,kecewa aplikasi chat berbayar ditungguin balasan balasan 30 menit tutup chat bener aje rugi,14
btvr t vg r vvv vrv dd di td d fcrcccvr r ggtttttbttgtvftgff ff f fv f ff f ff f rf fff ff f f f ff f d fc t. nanti be so .s ct nn ehhh rct. tr fff itu f f r f r rrv bbbvvffrvrvfvggtg. t.,4,neutral,positive,54,btvr t vg r vvv vrv dd td d fcrcccvr r ggtttttbttgtvftgff ff f fv f ff f ff f rf fff ff f f f ff f d fc t be so s ct nn ehhh rct tr fff f f r f r rrv bbbvvffrvrvfvggtg t,48
membatu saya yang punya beberapa trauma kesehatan sehingga bisa konsultasi kapan saja mengenai gejala dan obat,5,positive,positive,16,membatu trauma kesehatan konsultasi gejala obat,6
"ramah, penjelasan nya baik",5,negative,positive,5,ramah penjelasan,2
aplikasi komersil banget. mau chat aja berbayar. auto uninstall. kopet,1,positive,negative,13,aplikasi komersil chat berbayar auto uninstall kopet,7
sangat luar biasa dgn biaya terjangkau bisa konsultasi dengan nyaman dan sangat terbantu,5,negative,positive,13,dgn biaya terjangkau konsultasi nyaman terbantu,6
dokternya gak tau apa2 blass. selalu sarannya hubungi dokter...dst... percuma adakan aplikasi ini cuma buang2 waktu saja. dan kebanyakan doker yg muncul diaplikasi ini dokter yg gak laku di manapun,1,positive,negative,35,dokternya tau apa2 blass sarannya hubungi dokterdst adakan aplikasi buang2 kebanyakan doker muncul diaplikasi dokter laku manapun,17
selamat paga dok. saya lupa suntik insulin . apakah boleh saya suntik sekarang? biasanya setiap jam 10 malam. mohon penjelasannya. terimakasih dok.,5,neutral,positive,27,selamat paga lupa suntik insulin suntik jam 10 malam mohon penjelasannya terimakasih,12
"setiap ada apa2, alodokter pilihan saya, untuk menangani semua keluhan saya, anak dan orang2 di sekitar saya. terimakasih banyak alodokter",5,negative,positive,24,apa2 alodokter pilihan menangani keluhan anak orang2 terimakasih alodokter,9
sangat membantu,5,negative,positive,2,membantu,1
okey . . banget ,5,neutral,positive,4,okey,1
responnya cepat dan jelas,5,negative,positive,4,responnya cepat,2
"respons ya sangat lama.. sudah di tunggu"".. tiba"" ditutup pesannya dokternya offline..",1,neutral,negative,17,respons tunggu ditutup pesannya dokternya offline,6
sangat membantu.,5,neutral,positive,3,membantu,1
dokternya sngt ramah baik sgt jls teliti,5,negative,positive,7,dokternya sngt ramah sgt jls teliti,6
dokter membalas dan merespon dengan baik dan cepat,5,negative,positive,8,dokter membalas merespon cepat,4
mantap,5,negative,positive,1,mantap,1
sangat membantu dikala panik karna belum sempet ke dokter.,5,negative,positive,10,membantu dikala panik karna sempet dokter,6
slmt pagi dokter mata saya rasa gatal lalu sy kucek terus mata merah dan pandangan seperti ada kabut. sampai sekarang merah terus tp rasa sakit berkurang. sakit apa itu dan solusinya apa?,4,negative,positive,35,slmt pagi dokter mata gatal sy kucek mata merah pandangan kabut merah tp sakit berkurang sakit solusinya,17
terbaik,4,neutral,positive,1,terbaik,1
tanggapan dr dokter cepat,5,positive,positive,4,tanggapan dokter cepat,3
good,5,neutral,positive,1,good,1
ok sangat membantu,5,negative,positive,3,ok membantu,2
respon yang sangat ramah dan cepat,5,positive,positive,6,respon ramah cepat,3
baikkk,5,neutral,positive,1,baikkk,1
cukup membantu,5,negative,positive,2,membantu,1
"perasaan aku gapernah berlangganan ini app tapi dah bbrp tahun ya lupa sekitar 3th ini baru sadar saldoku kepotong otomatis itu gr2 ini app, kok bisa dataku ada disini berlangganan ini app, aku aja baru tau ini app yg kutahu halodok yg pink itu dan itupun gapernah berlangganan cmn download 2hari gangerti caranya. kesel rugi banyak tapi gatau harus gmna selain ikhlas pihak alodokter gaakan ganti rugi juga. kesel bgt uangku ilang 40rb perbulan selama bbrp thn ",1,neutral,negative,81,perasaan gapernah berlangganan app dah bbrp lupa 3th sadar saldoku kepotong otomatis gr2 app dataku berlangganan app tau app kutahu halodok pink itupun gapernah berlangganan cmn download 2hari gangerti kesel rugi gatau gmna ikhlas alodokter gaakan ganti rugi kesel bgt uangku ilang 40rb perbulan bbrp thn,46
"saya terkena strok 4 bln yg lalu sampai sekarang bagian badan sebelah kiri terasa ba'al tangan sebelah kiri sering kaku ada urat d bawah ketiak terasa tegang kaki jg ada rasa benjolan lau untuk jalan, bagaimana ya dok cara penyembuhan y, sy masih minum obat2an sesuai dgn resep dokter tapi belum terasa perubahan y tks dokter atas bantuan y.",5,neutral,positive,62,terkena strok 4 bln badan sebelah kiri baal tangan sebelah kiri kaku urat d ketiak tegang kaki jg benjolan lau jalan penyembuhan y sy minum obat2an sesuai dgn resep dokter perubahan y tks dokter bantuan y,36
terimakasih,4,neutral,positive,1,terimakasih,1
simpel,5,neutral,positive,1,simpel,1
keren dan mantap,5,positive,positive,3,keren mantap,2
bagus,5,neutral,positive,1,bagus,1
apk nya bagus sih cuma untuk metode pembayaran tolong lebih di perbanyak lagi ke depan nya,5,positive,positive,16,apk bagus sih metode pembayaran tolong perbanyak,7
suka,5,neutral,positive,1,suka,1
penjelasan baik dan terinci,5,negative,positive,4,penjelasan terinci,2
aplikasi terbaik,5,negative,positive,2,aplikasi terbaik,2
terimakasih. keterangan yg diberikan dr memuaskan,5,negative,positive,7,terimakasih keterangan memuaskan,3
memberikan penjelsan dg baik,5,neutral,positive,4,penjelsan dg,2
pelayanan customer service yang sangat buruk,1,neutral,negative,6,pelayanan customer service buruk,4
menarik,5,neutral,positive,1,menarik,1
penjelasan dokter sangat membantu yrimaksih dokter,5,negative,positive,6,penjelasan dokter membantu yrimaksih dokter,5
dokter fast respon,5,neutral,positive,3,dokter fast respon,3
sangat membantu cukup dari rumah saja,5,neutral,positive,6,membantu rumah,2
aplikasi bngsat,1,negative,negative,2,aplikasi bngsat,2
"xx, ed sheeran lego rt dz",2,negative,negative,7,xx ed sheeran lego rt dz,6
penjelasan dokter baik dan jelas,5,negative,positive,5,penjelasan dokter,2
"baik, jelas, thanks ",5,negative,positive,5,thanks,1
"sebagai pengguna baru kesel sih pas daftar aakun d tahap gmail g mau masuk katanya coba cek email anda, email aku cuman 1 itu doang aku pake d apk lain tp d alodokter g mau masuk",2,positive,negative,37,pengguna kesel sih pas daftar aakun d tahap gmail g masuk coba cek email email cuman 1 doang pake d apk tp d alodokter g masuk,26
"baik dokternya ramah,sangat membantu",5,negative,positive,6,dokternya ramahsangat membantu,3
baik.. sangat jelas,5,neutral,positive,4,,0
respon dokter cepat dan selalu dapat memberikan penjelasan yang mudah dimengerti,5,positive,positive,11,respon dokter cepat penjelasan mudah dimengerti,6
sangat membantu,5,negative,positive,2,membantu,1
sangat berguna,5,neutral,positive,2,berguna,1
ok,4,neutral,positive,1,ok,1
mudah hemat dapat free ongkir,5,neutral,positive,5,mudah hemat free ongkir,4
mantappp,5,neutral,positive,1,mantappp,1
dulu gk bayar kaya sekarang . baru unduh mau uninstall aja deh .,1,neutral,negative,13,gk bayar kaya unduh uninstall deh,6
sangat membantu dengan baik,5,positive,positive,4,membantu,1
"gk jls banget ini saya udh teransfer buat konsultasi malah gk di respos harua nya di respon pasien nya, kan bayar",1,positive,negative,22,gk jls udh teransfer konsultasi gk respos harua respon pasien bayar,11
sangat membantu saat urgent,5,positive,positive,4,membantu urgent,2
dokter sangat baik,5,neutral,positive,3,dokter,1
praktis dan sangat membantu dlm pendaftaran,5,neutral,positive,6,praktis membantu dlm pendaftaran,4
nyaman bgt belanja d alodokter.cpt kurir ramah,5,neutral,positive,7,nyaman bgt belanja d alodoktercpt kurir ramah,7
ok,5,neutral,positive,1,ok,1
dokter nya garcep,5,negative,positive,3,dokter garcep,2
goodd,3,negative,neutral,1,goodd,1
"dokternya ramah, baik dan fast respon",5,neutral,positive,7,dokternya ramah fast respon,4
bagus,5,neutral,positive,1,bagus,1
oke,5,neutral,positive,1,oke,1
respon cepat dan sangat membantu,5,negative,positive,5,respon cepat membantu,3
baru mencoba untuk bisa cari yang lain untuk diriku sendiri.,5,neutral,positive,11,mencoba cari diriku,3
"kecewa uda bayar buat nnya ke dokter, d tgguin 1 jam chat gaa d blas2",1,positive,negative,16,kecewa uda bayar nnya dokter d tgguin 1 jam chat gaa d blas2,13
sanggat puas,5,neutral,positive,2,sanggat puas,2
"ma syaa allah,dokter yang sangat ramah dan responsif sekali,jazaakillah khair dokter,sehat sehat selalu",5,positive,positive,19,ma syaa allahdokter ramah responsif sekalijazaakillah khair doktersehat sehat,9
semua permaslahan kesehatan tersedia,5,neutral,positive,4,permaslahan kesehatan tersedia,3
lagi diskusi sama dokter aplikasinya eror ga bisa dibuka buka,1,negative,negative,10,diskusi dokter aplikasinya eror dibuka buka,6
sangat membantu keluhan kita,4,positive,positive,4,membantu keluhan,2
respon cepat,5,neutral,positive,2,respon cepat,2
membantu saat kondisi urgent konsul dokter,5,negative,positive,6,membantu kondisi urgent konsul dokter,5
"yaallah terimakasih dokter sabar dengerin dilema saya soal anak,sehat selalu dokter",5,negative,positive,13,yaallah terimakasih dokter sabar dengerin dilema anaksehat dokter,8
tolong dong balasannya jgn lama. ket tunggu 5 menit tpi sampai lama sekali tidak dibalas,2,neutral,negative,16,tolong balasannya jgn ket tunggu 5 menit tpi dibalas,9
"turunin bintang ah, sekarang jd ga bisa liat dosis cara minum obat. ketika klik resep langsung hantem pembelian. kenapa? karena anda maksa kita buat beli obatnya melalui aplikasi. bukan begitu? pas kita end chat barulah sadar kalau dosisnya ga tertera ga bisa dilihat. trus admin whatsapp kasih saran untuk hubungi dokternya lagi untuk konfirmasi dosis. dan kita harus bayar lagi 40rebu cuma buat tanya ulang?  masuk akal ga nih buat tim alodokter...",1,neutral,negative,82,turunin bintang ah jd liat dosis minum obat klik resep langsung hantem pembelian maksa beli obatnya aplikasi pas end chat barulah sadar dosisnya tertera trus admin whatsapp kasih saran hubungi dokternya konfirmasi dosis bayar 40rebu ulang masuk akal nih tim alodokter,41
